codfornec,nome,nomefantasia,bairro,cep,campolivre1,campolivre2,cgccpf,codcidade,codtipo,contacx,contato,ctctbred,endereco,estado,fax,fone,inscest,observacao,pessoa_fj,homepage,email,ativo,codcliente,celular,inscmunicipal,codmunicipio,tipofornece,comissao,complemento,numero,optantesimples,identificacao,caracteristica_tributaria,detalhe_regime,regimetributario
000624,PNEUS LE FORT DO BRASIL LTDA,PNEUS LE FORT DO BRASIL LTDA,CASCAVEL VELHO,85818560,,,03400570000167,03978,,,,,ROD BR-277 9152,PR,,4532240088,9019839335,,J,,,S,,,,,,0,,.,,0,99,99,99
000625,VALBERTO ALMEIDA DE OLIVEIRA ME,VALBERTO ALMEIDA DE OLIVEIRA ME,CENTRO,48950000,,,13111161000102,02219,,,,,AV. PEDRO RIBEIRO,BA,,7499749927,011330246,,J,,,S,00025015,,,,,0,,SN,,0,99,99,99
000626,BRECAR SERVICOS E PECAS LTDA,BRECAR SERVICOS E PECAS LTDA,JARDIM MARAVILHA,56306610,,,04154314000108,01588,,,,,AV SETE DE SETEMBRO,PE,,8738636050,027840417,,J,,,S,00000028,,,,,0,,690,,0,99,99,99
000627,PETROCAR PRODUTOS AUTOMOTIVOS EIRELI,RADNAQ,JARDIM FTIMA,07177110,,,21587263000119,03477,,,,,ROSA MAFEI,SP,,1124389850,796289731112,,J,,,S,,,796289731112,,3,0,,34,,0,99,99,99
000628,NASCIMENTO E ALEXANDRE LTDA,NASCIMENTO E ALEXANDRE LTDA,CENTRO,48903560,,,13998257000550,02042,,,,,"TRAVESSA DR EDSON RIBEIRO, 000",BA,,7436119366,77220709,,J,,,S,,,,,,0,S/N,000,,0,99,99,99
000629,BCR INDUSTRIA E COMERCIO DE ARTEFATOS DE BORRACHA,BCR INDUSTRIA E COMERCIO DE ARTEFATOS DE,JARDIM DAS CEREJEIRAS,12951111,,,00567295000182,03312,,,,,RUA PREFEITA MARIA JOSE SILVA SALGADO,SP,,1144125951,190280611110,,J,,,S,,,,,,0,GALPAO 175 E N 185,165,,0,99,99,99
000630,PLOC DISTRIBUIDORA AUTOMOTIVE LTDA,INDISA SP,DISTRITO INDUSTRIAL,13054700,,,49854629000198,03373,,,,,RUA ANTONIO LUCHIARI,SP,,1937656000,122974417111,,J,,,S,01015790,,,,,0,EDIF 07,1001,,0,99,-1,-1
000631,BEZERRA AUTO CENTER EIRELI,BEZERRA AUTO CENTER EIRELI,ALTO DO CRUZEIRO,48900400,,,13420481000136,02042,,,,,RUA SEIS,BA,,7436114969,019281504,TESTE,J,,,S,00000006,,,,,0,CASA,02,,0,99,99,99
000632,ZUILLA DA SILVA BEZERRA,BEZERRA AUTOPECAS,VILA NOVA,48970000,,,40043722000148,02194,,,74 99905-5070,,AVENIDA JOAO DURVAL CARNEIRO,BA,7499055070,,174155109,,J,,,S,00024760,,,,6,0,,885,,0,99,99,99
000633,BEZERRA AUTOPECAS LTDA,BEZERRA AUTOPECAS,BOMBA,64601385,,,49091503000109,00824,,,,,AVENIDA DEPUTADO RAIMUNDO DE SA URTIGA - LADO PAR,PI,,7436114969,197306608,,J,,,S,06000001,,,,7,0,,676,,0,99,99,99
000634,IKRO COMPONENTES AUTOMOTIVOS LTDA (S.C.),IKRO COMPONENTES AUTOMOTIVOS LTDA (S.C.),CANHANDUBA,88313000,,,04773769000365,04434,,,,,BR.101 COND.TRADE PARK SARDAGNA GALPAO45,SC,,,261750348,,J,,,S,,,,,,0,GALPAO 45,12750,,0,99,99,99
000635,SPK COMERCIO DE AUTO PECAS LTDA,SPARE KITS,VILA DIVINA PASTORA,03265010,,,43068216000100,03827,,,,,RUA BARLAVENTO,SP,,1129184065,131745658115,,J,,,S,,,,,,0,,347,,0,99,99,99
000636,F R MIRANDA ENV E COM DE OLEOS E LUBRIF AUT EM GER,F R MIRANDA ENV E COM DE OLEOS E LUBRIF,CID IND SATELITE,07232090,,,06017661000106,03827,,,,,RUA INDIAPORA,SP,,1120856828,336813227110,,J,,,S,,,,,,0,PREDIO,468,,0,99,99,99
000637,FERRAMENTAL MAQ. FERR. E PARAF. LTDA.,FERRAMENTAL MAQ. FERR. E PARAF. LTDA.,JOAO XXIII,48900365,,,02991409000142,02042,,,,,RODOVIA LOMANTO JUNIOR,BA,,7436136111,50333187,,J,,,S,,,,,,0,,352,,0,99,99,99
000638,AUTOCASE COMERCIO E DISTRIBUIDORA LTDA,ZEENE,CENTRO,07400610,,,48860540000171,03309,,,,,AVENIDA JOAO MANOEL,SP,,43513778,188180000111,,J,,,S,,,,,,0,SALA 708 BLOCO A EDIF JM 600 OFFICE MALL,600,,0,99,99,99
000639,M3D INDUSTRIA E COMERCIO DE PECAS AUTOMOTIVAS LTDA,FINDER,JARDIM BRASILIA,05847620,,,16844959000143,03827,,,,,RUA YOSHIMARA MINAMOTO,SP,,1155128844,145628250119,,J,,,S,,,,,,0,,1086,,0,99,-1,-1
000640,METALSIDER LTDA.,TORQ,CACHOEIRA,32602335,,,17635277000193,02313,,,,,AVENIDA AMAZONAS,MG,,3135399801,0673581510099,,J,,,S,,,,,,0,,2481,,0,99,-1,-1
000641,AUTO NORTE DISTRIBUIDORA DE PECAS LTDA,AUTO NORTE DISTRIBUIDORA DE PECAS LTDA,DISTRITO INDUSTRIAL,64027468,,,11509676000806,00880,,,,,RUA D,PI,,8631422000,196159245,,J,,,S,01015968,,,,,0,LOTE 128 129 134 E 135,550,,0,99,99,99
000642,MARCOS CANGANI HUNGARO,DELIVERY PECAS ABC AUTO,CERAMICA,09530720,,,27654444000105,03810,,,,,RUA TEODORO SAMPAIO,SP,,1142332702,636334855118,,J,,,S,,,,,6,0,,467,,0,99,99,99
000643,SINTEC INDUSTRIA E COMERCIO PECAS AUTOMOTIVA LTDA,SINTEC INDUSTRIA E COMERCIO PECAS AUTOMO,RECREIO CAMPESTRE JIA,13347060,,,08844800000109,03500,,,,,RUA CRISOLITA,SP,,1939239890,353241343117,,J,,,S,01016134,,,,,0,,368,,0,99,99,99
000644,"HBR BRASIL INDUSTRIA, EXPORTACAO E IMPORTACAO EIRE","HBR BRASIL INDUSTRIA, EXPORTACAO E IMPOR",BATEIAS DE BAIXO,89294000,,,19580028000173,04362,,,,,RUA JOAO PIUS SCHINDLER,SC,,4736327633,257254650,,J,,,S,,,,,,0,,765,,0,99,99,99
000645,L S L INDUSTRIA E COMERCIO DE AUTO PECAS LTDA,L S L INDUSTRIA E COMERCIO DE AUTO PECAS,VILA SANTA CRUZ,15990415,,,31741266000119,03594,,,,,NARCISO BALDAN,SP,,1635067280,441136179110,,J,,,S,,,,,,0,,175,,0,99,99,99
000646,AYRES MAIA COMERCIO LTDA,AYRES MAIA COMERCIAL LTDA,LOTEAMENTO RECIFE,56320700,,,08724660000127,01588,,,,,ROD BR 122 / 428,PE,,,112368417,,J,,,S,01013041,,,,7,0,,3060,,0,99,99,99
000647,ICEBERG COMERCIO DE AUTO PECAS LTDA,DDA,PARQUE PERUCHE,02532000,,,60994258000182,03827,,,,,RUA AGUAS VIRTUOSAS,SP,,1127681508,112527524119,,J,,,S,,,,,,0,SALAO,1014,,0,99,99,99
000648,JF CENTRO AUTOMOTIVO LTDA,MEUSTOK COMERCIO,KM2,56306475,,,44232997000180,01588,,,,,AV. ANISIO MOURA LEAL,PE,,8741012257,100416993,,J,,,S,00030292,,,,,0,,70,,0,99,99,99
000650,E. PORTO SANTOS COMERCIO DE PECAS AUTOMOTIVAS EIRE,BATERIAS PIONEIRO,ITABERABA,48906768,,,30854116000159,02042,,,,,R MARANHAO,BA,,7391344821,149986085,,J,,,S,00025576,,,,,0,,40,,0,99,-1,-1
000651,ADAILTON ALIXANDRE LOPES EPP,ADAILTON ALIXANDRE LOPES EPP,CENTRO,47240000,,,18227229000129,02123,,,,,RUA SILVA JARDIM,BA,,7435342306,109408602,,J,,,S,,,,,,0,,40,,0,99,99,99
000652,4X4 PECAS E SERVICOS - JOAO DE SOUSA & CIA LTDA-ME,4X4 PECAS E SERVICOS,NAZARE,44700000,,,11354687000180,02032,,,,,RUA SABINO JOSE DE SANTANA,BA,,7436210813,084940627,,J,,oficina4x4@gotmail.com.br,S,00024027,,(74)3621-0813,,,0,,SN,,0,99,99,99
000653,ENGATES BRUCKE LTDA,ENGATES BRUCKE LTDA,FONSECA ALMEIDA,25870000,,,40713777000118,03188,,,,,RUA REGINALDO MAIA,RJ,,2422542194,11973280,,J,,,S,,,,,,0,,601,,0,99,99,99
000654,TRANSPARENTE AUTOPECAS EIRELI,TRANSPARENTE AUTOPECAS EIRELI,NOSSA SRA. DAS GRACAS,56000000,,,24356347000130,01600,,,,,AV CEL VEREMUNDO SOARES,PE,,8738710123,014440423,,J,,,S,00010284,,,,,0,,456,,0,99,99,99
000655,M E R AUTO PECAS LTDA,M E R AUTO PECAS LTDA,INDUSTRIAL,64750000,,,26491054000190,00819,,,,,AV. TRANSNORDESTINA,PI,,8934871555,195905288,,J,,,S,00014300,,,,,0,,999,,0,99,99,99
000656,"SILVESTONE INDUSTRIA E COMERCIO DE ESSENCIAS, FRAG",RAMAS INDUSTRIA E COMERCIO DE ESSENCIAS,FLORIDA,06902090,,,69245371000130,03433,,,(11) 5527-6038,,RUA AUZENDA LOURO DA CONCEICAO,SP,,,299.034.084.117,,J,,,S,,,,,1,0,,72,,0,99,99,99
000657,INDUSTRIA E COMERCIO DE REBOQUES EKMAN EIRELI,INDUSTRIA E COMERCIO DE REBOQUES EKMAN E,TRES PORTOS,93270200,,,12934171000177,04759,,,,,R PEDRO ALVARES CABRAL,RS,,5134733513,0430153562,,J,,,S,,,,,,0,,53,,0,99,99,99
000658,DAT-DISTRIBUIDORA AUTOMOTIVA DE TRANSMISSAO,MAX GEAR,JARDIM LIMOEIRO,29164153,,,34039269000101,03164,,,,,RUA FRANCISCO SOUSA DOS SANTOS,ES,,551130710900,083576398,,J,,,S,,,,,,0,SALA 215,03,,0,99,99,99
000659,GOOP DISTRIB AUTOMOTIVA LTDA - PR,GOOP DISTRIB AUTOMOTIVA LTDA - PR,BOQUEIRAO,81650160,,,04919165000546,04003,,,,,R ARISTOTELES DA SILVA SANTOS,PR,,41992121734,9056982490,,J,,,S,,,,,,0,,458,,0,99,99,99
000660,OI S/A - EM RECUPERACAO JUDICIAL,OI S/A - EM RECUPERACAO JUDICIAL,BOA VISTA,50050365,,,76535764002278,01594,,,,,RUA JOAQUIM FELIPE,PE,,,031082793,,J,,,S,,,,,,0,NORTE,168,,0,99,99,99
000661,PLOC DISTRIBUIDORA AUTOMOTIVE LTDA,INDISA,CIA I,43700000,,,49854629000430,02201,,,,,AV ENG. ELMO SEREJO DE FARIAS,BA,,,211114668,,J,,,S,03000007,,,,,0,SALA 1A,3333,,0,99,99,99
000662,GABRIELA CAVALCANTI TAVARES DUARTE-ME,GABRIELA CAVALCANTI TAVARES DUARTE-ME,NOSSA SENHORA DAS GRACAS,56000000,,,01498090000155,01600,,,,,RUA MAJOR ANTONIO RUFINO,PE,,8738713610,035238372,,J,,,S,,,,,,0,,1186,,0,99,99,99
000663,SHOPS CAR COMERCIO DE AUTO PECAS LTDA,SHOPS CAR COMERCIO DE AUTO PECAS LTDA,PQ RESIDENCIAL JAGUARI,13473650,,,45845194000164,03283,,,,,AVENIDA DA MUSICA,SP,,,165605478118,,J,,,S,01015622,,,,,0,,691,,0,99,99,99
000664,FILTRANANDORINHA INDUSTRIA E COMERCIO LTDA,FILTRANANDORINHA INDUSTRIA E COMERCIO LT,VILA SULAMERICANA,06397000,,,51203719000160,03386,,,,,AVENIDA VICTORIO FORNAZARO,SP,,1141869000,255275183117,,J,,,S,,,,,,0,Galpao C,60,,0,99,99,99
000665,ESTOPA,ESTOPA,A,48900000,,,89898989898989,02042,003,,,,A,BA,,,A,,J,a,,S,,,1,,1,0,A,A,,0,99,99,99
000666,CIA BRASILEIRA DIST AUTO S.A,SAMA- BA,PORTOSECO PIRAJ,41233010,,,42580092007260,02160,,,,,RUA DR. ALTINO TEIXEIRA,BA,,7121020900,211576314,,J,,,S,01010131,,,,,0,,1311,,0,99,99,99
000667,EZCONET COMERCIO E SERVICOS LTDA,EZCONET COMERCIO E SERVICOS LTDA,MANGUINHOS,21041170,,,03688543000301,03240,,,,,RUA CASTRO TAVARES,RJ,,1138718550,77699902,,J,,,S,,,,,,0,,146,,0,99,99,99
000668,CIA BRASILEIRA DIST AUTO S.A,SAMA,PORTO SECO,41233010,,,42580092001571,02160,,,,,RUA DR ALTINO TEIXEIRA,BA,,7121020900,027287699,,J,,,S,,,,,,0,,1181 Q,,0,99,99,99
000669,AVALIAR SERVICOS E COMERCIO DE PNEUS LTDA,AVALIAR SERVICOS E COMERCIO DE PNEUS LTD,AREIA BRANCA,56328000,,,41064795000260,01588,,,,,AVENIDA MONSENHOR ANGELO SAMPAIO,PE,,87981549944,105607770,,J,,,S,,,,,,0,DE 541/542 AO FIM,965,,0,99,99,99
000670,CIA BRASILEIRA DIST AUTO S.A,SAMA,P. SECO PIRAJA,41233010,,,42580092007421,02160,,,,,RUA DR. ALTINO TEIXEIRA,BA,,7135079199,211576206,,J,,,S,,,,,,0,,1347,,0,99,99,99
000671,STARK INDUZIDOS COMERCIO DE AUTO PECAS LTDA,ZWF,CIDADE MONCOES,04571925,,,49105325000128,03827,,,,,AVENIDA ENGENHEIRO LUIZ CARLOS BERRINI,SP,,1132240518,138420188114,,J,,,S,,,,,,0,ANDAR 4 CJ 41 C,550,,0,99,99,99
000672,ATACADAO AUTO PECAS LTDA,ATACADAO AUTO PECAS LTDA,JARDIM MARAVILHA,56306610,,,41101325000148,01588,,,,,AVENIDA SETE DE SETEMBRO,PE,,0000000000,094879800,,J,,,S,00026139,,,,,0,,639,,0,99,99,99
000673,INJELETRICA INJECAO E ELETRICA DE AUTOMOVEIS LTDA,INJELETRICA,BONFIM,13070715,,,26411829000170,03373,010,,,,AVENIDA GOVERNADOR PEDRO DE TOLEDO,SP,,1933265800,795771743118,,J,,,S,,,,,7,0,,2346,,0,99,99,99
000674,ROMA AUTOMOVEIS E SERVICO - LTDA,ROMA FIAT,CIDADE INDUSTRIAL,32210140,,,16620114001499,02446,,,,,RUA OSORIO DE MORAIS,MG,,3133697000,0621121491048,,J,,,S,,,,,,0,,SN,,0,99,99,99
000675,CIA BRASILEIRA DIST AUTO S.A,SAMA,AFOGADOS,50850000,,,42580092005801,01594,,,,,RUA SAO MIGUEL,PE,,8121010900,113345763,,J,,,S,,,,,,0,,945,,0,99,99,99
000676,JOSE SIVALDO RIOS DE CARVALHO & CIA LTDA,JOSE SIVALDO RIOS DE CARVALHO & CIA LTDA,ALTO DA RAINHA,48970000,,,00573107000390,02194,,,,,ROD LOMANTO JUNIOR BR 407,BA,,7435416872,153883606,,J,,,S,05000018,,,,,0,,KM125,,0,99,99,99
000677,AMERICA CAR DISTRIBUIDORA DE PECAS LTDA,ROLT,ZONA 04,87210010,,,43753382000137,03985,,,,,AVENIDA RIO BRANCO,PR,,4499834843,9091202686,,J,,faturamentoamericacar@gmail.com,S,,,,,1,0,,937,,0,99,-1,-1
000678,CPX DISTRIBUIDORA S/A,PNEUSTORE.COM.BR,JARDIM ITAQUITI,06422150,,,10158356004018,03329,,,,,VIA DE ACESSO JOAO DE GOES,SP,,4730462550,206822004112,,J,,fiscal@cantustore.com.br,S,,,,,1,0,BRCAO B07,1400,,0,99,99,99
000679,"QUELIN - COMERCIO, PECAS E ACESSORIOS PA","QUELIN - COMERCIO, PECAS E ACESSORIOS PA",JOAO XXIII,48900335,,,13879015000113,02042,,,,,AV GAUDENCIO BARROS LOTEAMENTO TRAD,BA,,7488527092,012728622,,J,,,S,00000018,,,,,0,,19,,0,99,99,99
000680,ELETROACO COMERCIO ATACADISTA LTDA,ELETROACO COMERCIO ATACADISTA LTDA,SANTA MARIA GORETTI,04890441,,,33752168000102,02042,,,,,R OZELINA DIAS DA SILVA,BA,,,158391643,,J,,,S,00034438,,,,,0,,sn,,0,99,99,99
000681,VALEMIX ATACAREJO DE MATERIAL DE CONSTRUCAO EIRELI,VALEMIX ATACAREJO DE MATERIAL DE CONSTRU,PIRANGA,48900150,,,43145974000176,02042,,,,,AVENIDA GIUSEPPE MUCCINI,BA,,0000000000,183751384,,J,,,S,,,,,,0,,60,,0,99,99,99
000682,ALIEXPRESS,ALIEXPRESS,MARIA REGINA,94828180,,,68618354000138,04613,,,,,RUA. CRISTOVAO COLOMBO,RS,,,,,J,,,S,,,,,1,0,,SN,,0,99,99,99
000683,FRANCINALDO FERREIRA DE ARAUJO,FRANCINALDO FERREIRA DE ARAUJO,CENTRO,48903465,,,04936163000131,02042,,,,,TRAVESSA LAURO DE FREITAS,BA,,7436111237,057089308,,J,,,S,,,,,,0,LOJA,45 B,,0,99,99,99
000684,CXL PECAS AUTOMOTIVAS SOCIEDADE UNIPESSOAL LTDA,DDA,PARQUE PERUCHE,02532000,,,53049636000194,03568,,,,,RUA AGUAS VIRTUOSAS,SP,,1127681508,132492762115,,J,,,S,,,,,,0,,1014,,0,99,99,99
000685,COMFREIRE PNEUS E ACESSORIOS LTDA,COMFREIRE PNEUS E ACESSORIOS LTDA,JARDIM MARAVILHA,56306610,,,26942042000135,01588,,,,,AV. SETE DE SETEMBRO,PE,,8730240567,070468125,,J,,,S,00030838,,,,,0,PREDIO,710,,0,99,99,99
000686,FEK COMPONENTES AUTO E ELETRICOS LTDA,FEK COMPONENTES AUTO E ELETRICOS LTDA,SL 1 DISTR.INDUSTRIAL,15410000,,,45039970000139,03370,,,,,RUA ANTONIO DEPIERI,SP,,1732813548,242019945116,,J,,,S,,,,,,0,,2031,,0,99,99,99
000687,ALIEXPRESS CHINA,ALIEXPRESS CHINA,MARIA REGINA,94828180,,,40872934000138,04613,,,,,CHINA,SP,,999999999,420317012090,,J,,aliexpress@gmail.com,S,,,,,7,0,,1,,0,99,99,99
000688,VPM INDUSTRIA E COMERCIO DE AUTO PECAS EIRELI,VPM INDUSTRIA E COMERCIO DE AUTO PECAS E,VILA RE,03658010,,,26224912000130,03568,,,,,RUA ITINGUCU,SP,,1126824698,119692896115,,J,,,S,,,,,,0,,895,,0,99,99,99
000689,MERCADOLIVRE.COM ATIVIDADES DE INTERNET LTDA,MERCADO LIVRE,BONFIM,06233903,,,03361252000134,03652,,,,,OSASCO - SP,SP,,,115.562.960.119,,J,x,naoresponder@mercadolivre.com,S,,,03.361.252/0001,,7,0,,3003,,0,99,99,99
000690,TM3 INVESTIMENTOS LTDA,TM3 INVESTIMENTOS LTDA,SITIO SAO JOSE,08675250,,,40298537000102,03849,,,,,RUA CASSIA FRANCISCO,SP,,11995326670,672606026110,,J,,,S,,,,,,0,fundos,199,,0,99,99,99
000691,GP1 COMERCIO DE EMBREAGENS LTDA,GP1 COMERCIO DE EMBREAGENS LTDA,PAROLIN,80630280,,,12979095000116,04003,,,,,RUA ASSIS FIGUEIREDO,PR,,4130796136,9095094594,,J,,,S,,,,,,0,,1142,,0,99,99,99
000692,NORMEN INDUSTRIA E COMERCIO DE CONEXOES E MANGUEIR,NORFLEX,DIVINEIA,37655000,,,01881662000342,02621,,,,,RUA PRESIDENTE JOAO GOULART,MG,,,0045093790001,,J,,,S,,,,,,0,,70,,0,99,-1,-1
000693,RV JUAZEIRO COMERCIO DE PECAS E PNEUS LTDA,RV JUAZEIRO COMERCIO DE PECAS E PNEUS LT,JOAO XXIII,48900365,,,54217604000113,02042,,,,,ROD LOMANTO JUNIOR,BA,,08001007575,216212169,,J,,,S,01014166,,,,,0,,11,,0,99,99,99
000694,YONIC IMPORTACAO E EXPORTACAO LTDA,YONIC IMPORTACAO E EXPORTACAO LTDA,CENTRO,89110013,,,14218726000371,04404,,,,,R DORALICIO GARCIA,SC,,2127841600,261806904,,J,,,S,01015626,,,,,0,,901,,0,99,99,99
000695,PATRAL MINAS PECAS LTDA,PATRAL MINAS PECAS LTDA,SAO FRANCISCO,31270020,,,50641385000144,02307,,,,,RUA BOAVENTURA,MG,,1421069000,0046146790052,,J,,,S,,,,,,0,,33,,0,99,99,99
000696,MFL ACESSORIOS LTDA,MFL,JARDIM JARAGU,05275000,,,15765446000346,03827,,0207003,,,VIA. ANHANGUERA,SP,4234460001,,136460340119,,J,,lopesmauricio25@gmail.com,S,,,,,7,0,,S/N,,0,99,99,99
000697,BRB BORRACHA REC BRAS IND E COM EIRELI,BRB BORRACHA REC BRAS IND E COM EIRELI,DO RETIRO,18230000,,,06104153000165,03826,,,,,EST  DA FERREIRADA,SP,,1155239190,650069506110,,J,,,S,,,,,,0,"KM 8,5",8.500,,0,99,99,99
000698,MR FABRICACAO E COMERCIO DE PECAS AUTOMOTIVAS LTDA,BRASSFREIOS,PARQUE SAO PEDRO,08586170,,,33525021000180,03529,,,,,DO COBRE,SP,,1146487999,379356351110,,J,,,S,,,,,,0,,40,,0,99,-1,-1
000699,AVALIAR SERVICOS E COMERCIO DE PNEUS LTDA,AVALIAR SERVICOS E COMERCIO DE PNEUS LTD,USINA ALIANCA,48909131,,,41064795000189,02042,,,,,ROD BR 407,BA,,7498154496,177214606,,J,,,S,01001975,,,,,0,"QUADRA A, LOTE 01",102,,0,99,99,99
000700,AGROINDUSTRIA BOTAO DE SOLA EIRELI,AGROINDUSTRIA BOTAO DE SOLA EIRELI,ZONA RURAL,64720000,,,43072478000130,00876,,,,,FAZ CARNAIBAS DATA FORMOSA,PI,,,197004962,,J,,,S,,,,,,0,,SN,,0,99,99,99
000701,GK 108 INDUSTRIAL DE PARTES AUTO PECAS LTDA,SYL,JARDIM OURO BRANCO,18087350,,,06879489000361,03846,,,,,AVENIDA VELA OLIMPICA,SP,,1532354900,669547096111,SYL,J,,,S,,,,,,0,,851,,0,99,-1,-1
000702,DOMA COMERCIO E SERVICOS DE ACESSORIOS PARA VEICUL,INFINITY,MANDI,08596440,,,39651356000120,03529,,,,,ESTRADA DO PREJU,SP,,1131815505,379430204118,,J,,,S,01014668,,,,,0,,490,,0,99,-1,-1
000703,MEUSTOK COMERCIO ELETRONICO LTDA,CENTERPARTS,PORTO SECO PIRAJA,41233010,,,33725491000359,02160,,,,,R DOUTOR ALTINO TEIXEIRA,BA,,,199129806,,J,,,S,,,,,,0,SALA A,1590,,0,99,-1,-1
000704,HAUSTIN IND E COM DE PECAS E FERRAMENTARIA EIRELI,HAUSTIN IND E COM DE PECAS E FERRAMENTAR,JD. INDEPENDENCIA,03223000,,,27241160000189,03827,,,,,RUA SUSANA,SP,,1129101615,141811272113,,J,,,S,,,,,,0,,527,,0,99,99,99
000705,PRIVATE BRASIL IND. COM. E IMP. DE PECAS AUTOM. LT,PERFECT ARUJA,LARANJA AZEDA,07430350,,,07169450000402,03309,,,,,AV TOWER AUTOMOTIVE,SP,,1121769000,188201693112,,J,,,S,01015770,,,,,0,GALPAO19 E 20,SN,,0,99,-1,-1
000706,MACLEINI INDUSTRIA E COMERCIO LTDA - ME,MACLEINI INDUSTRIA E COMERCIO LTDA - ME,V GUMERCINDO,04129060,,,45295912000176,03827,,,,,RUA DOM MIGUEL COSTA,SP,,,110404407115,,J,,,S,,,,,,0,,114,,0,99,99,99
000707,THE SPOTLIGHT MULTI PARTS LTDA,THE SPOTLIGHT MULTI PARTS LTDA,SANTA PAULA,09520040,,,24724348000190,03810,,,,,RUA DOS AUTONOMISTAS,SP,,1145436511,636380546111,,J,,,S,,,,,,0,,157,,0,99,99,99
000708,MEGA DISTRIBUIDORA LTDA,INDISA,RESIDENCIAL PARQUE CUMBICA,07174005,,,55237287000160,03477,,,,,AVENIDA PAPA JOAO PAULO I,SP,,,137457487114,,J,,,S,03000006,,,,,0,SALA 01 - A GALPAO02,1745,,0,99,-1,-1
000709,MAG MIDIAS LTDA,MAG MIDIAS LTDA,RESIDENCIAL SONIA,75330000,,,48853070000119,05338,,,,,RUA MARCILIA MARIA DE JESUS,GO,,6299331539,109910737,,J,,,S,,,,,,0,QUADRA 01; LOTE 02,S/N,,0,99,99,99
000710,POSTO JUAZEIRO 2 LTDA,POSTO JUAZEIRO 2 LTDA,CENTRO,48903560,,,51515976000138,02042,,,,,"TRAVESSA DOUTOR EDSON RIBEIRO, 0",BA,,7436119366,217126182,,J,,,S,,,,,,0,S/N,0,,0,99,99,99
000711,DUNAX LUBRIFICANTES LTDA,DUNAX LUBRIFICANTES,GUABIRABA,52490570,,,05092901002541,01594,,,,,AVENIDA DA RECUPERACAO,PE,,8532753070,102767009,,J,,dulub@dulub.com.br,S,,,,,,0,KM 12 13 BR 101,1,,0,99,-1,-1
000712,KINTOP INDUSTRIA E COMERCIO DE AUTOPECAS LTDA,KINTOP INDUSTRIA E COMERCIO DE AUTOPECAS,JARDIM RODEIO,08775000,,,48431356000106,03608,,,,,AVENIDA LOTHAR WALDEMAR HOEHNE,SP,,1125009701,454912190111,,J,,,S,,,,,,0,,3162,,0,99,99,99
000713,UNIPLEX INDUSTRIA ACRILICA LTDA,UNIPLEX INDUSTRIA ACRILICA LTDA,STA. LEONOR,16300970,,,48424261000165,03685,,,,,ROD ASSIS CHATEAUBRIAND,SP,,1836521079,521011159116,,J,,,S,,,,,,0,KM 285,425,,0,99,99,99
000714,BEZERRA S AUTO PECAS LTDA - CD,BEZERRA S AUTO PECAS LTDA,PALMARES,48901822,,,13561766000359,02042,,,,,RUA MARIA CLARA DE ARAUJO,BA,,7436114969,218863390,,J,,,S,,,,,,0,,SN,,0,99,-1,-1
000715,ROLT DO BRASIL INDUSTRIA DE PRODUTOS AUTOMOTIVOS L,ROLT DO BRASIL INDUSTRIA DE PRODUTOS AUT,PARQUE INDUSTRIAL,87207036,,,08147871000144,03985,,,,,RUA CARLOS ROBERTO ALVES,PR,,4436318463,9037703769,,J,,pedidosrolt@gmail.com,S,01015972,,,,,0,,191,,0,99,-1,-1
000716,GILDEVAN DE SOUSA SANTOS,GILDEVAN DE SOUSA SANTOS,CATAVENTO,64607185,,,43573558000179,00824,,,,,RUA PROJETADA,PI,,8999160115,197009450,,J,,,S,06000067,,,,,0,,339,,0,99,99,99
000717,CR AUTO PECAS REPRES E SERV LTDA,CR AUTO PECAS REPRES E SERV LTDA,OURO PRETO,56318000,,,00298293000135,01588,,,,,AV. 7 DE SETEMBRO,PE,,8738632948,020608250,,J,,,S,00000038,,,,,0,,249,,0,99,99,99
000718,TECKFREIOS COMERCIO E DISTRIBUICAO DE PECAS LTDA,BRASFREIOS,PARQUE RESIDENCIAL MARENGO,08594500,,,50749673000117,03529,,,,,JOAQUIM MANOEL DE MACEDO,SP,,,379587015114,,J,,,S,,,,,,0,,964,,0,99,-1,-1
000719,ROLAMENTOS BRASIL LTDA,RBR,LOT MOINHO DOS VENTOS,74371395,,,49572058000107,05409,,,,,AV MOINHO DOS VENTOS,GO,,6231577457,200102869,,J,,,S,,,,,,0,,741,,0,99,-1,-1
000720,CPX DISTRIBUIDORA S.A,PNEU STORE,PORTAL DE JACARAIPE,29173795,,,10158356001000,03164,,,(47)3046-2550,,AVENIDA TALMA RODRIGUES RIBEIRO,ES,,08006022013,083216936,,J,,,S,,,,,1,0,,S/N,,0,99,-1,-1
000721,LPL COMERCIO DE AUTO PECAS LTDA,LPL COMERCIO DE AUTO PECAS LTDA,VILA ESTEFANO,04154050,,,52186846000161,03827,,,,,RUA DIVINO LARANJEIRAS,SP,,,125673490119,,J,,,S,,,,,,0,,61,,0,99,99,99
000722,PARTNERS AUTOMOTIVA INDUSTRIA E COMERCIO LTDA,PARTNERS AUTOMOTIVA INDUSTRIA E COMERCIO,SERTAOZINHO,09372050,,,34690056000137,03595,,,,,RUA DOUTOR ULISSES GUIMARAES,SP,,1144744663,442448857116,,J,,,S,,,,,,0,A,170,,0,99,99,99
